Time,Gauge 1,Gauge 2,Units
2025-07-15 16:45:48,Off,1700.0,Pascal
2025-07-15 16:45:50,Off,1690.0,Pascal
2025-07-15 16:45:53,Off,1690.0,Pascal
2025-07-15 16:45:55,Off,1700.0,Pascal
2025-07-15 16:45:57,Off,1690.0,Pascal
2025-07-15 16:45:59,Off,1690.0,Pascal
2025-07-15 16:46:01,Off,1700.0,Pascal
2025-07-15 16:46:04,Off,1700.0,Pascal
2025-07-15 16:46:06,Off,1690.0,Pascal
2025-07-15 16:46:08,Off,1700.0,Pascal
2025-07-15 16:46:10,Off,1700.0,Pascal
2025-07-15 16:46:13,Off,1700.0,Pascal
2025-07-15 16:46:15,Off,1700.0,Pascal
2025-07-15 16:46:17,Off,1700.0,Pascal
2025-07-15 16:46:19,Off,1700.0,Pascal
2025-07-15 16:46:21,Off,1700.0,Pascal
2025-07-15 16:46:24,Off,1700.0,Pascal
2025-07-15 16:46:26,Off,1690.0,Pascal
2025-07-15 16:46:28,Off,1700.0,Pascal
2025-07-15 16:46:30,Off,1700.0,Pascal
2025-07-15 16:46:32,Off,1690.0,Pascal
2025-07-15 16:46:35,Off,1700.0,Pascal
2025-07-15 16:46:37,Off,1700.0,Pascal
2025-07-15 16:46:39,Off,1700.0,Pascal
2025-07-15 16:46:41,Off,1700.0,Pascal
2025-07-15 16:46:44,Off,1700.0,Pascal
2025-07-15 16:46:46,Off,1700.0,Pascal
2025-07-15 16:46:48,Off,1700.0,Pascal
2025-07-15 16:46:50,Off,1700.0,Pascal
2025-07-15 16:46:52,Off,1700.0,Pascal
2025-07-15 16:46:55,Off,1700.0,Pascal
2025-07-15 16:46:57,Off,1700.0,Pascal
2025-07-15 16:46:59,Off,1690.0,Pascal
2025-07-15 16:47:01,Off,1700.0,Pascal
2025-07-15 16:47:04,Off,1700.0,Pascal
2025-07-15 16:47:06,Off,1700.0,Pascal
2025-07-15 16:47:08,Off,1700.0,Pascal
2025-07-15 16:47:10,Off,1700.0,Pascal
2025-07-15 16:47:12,Off,1700.0,Pascal
2025-07-15 16:47:15,Off,1700.0,Pascal
2025-07-15 16:47:17,Off,1700.0,Pascal
2025-07-15 16:47:19,Off,1700.0,Pascal
2025-07-15 16:47:21,Off,1700.0,Pascal
2025-07-15 16:47:24,Off,1700.0,Pascal
2025-07-15 16:47:26,Off,1700.0,Pascal
2025-07-15 16:47:28,Off,1700.0,Pascal
2025-07-15 16:47:30,Off,1700.0,Pascal
2025-07-15 16:47:32,Off,1700.0,Pascal
2025-07-15 16:47:35,Off,1690.0,Pascal
2025-07-15 16:47:37,Off,1700.0,Pascal
2025-07-15 16:47:39,Off,1700.0,Pascal
2025-07-15 16:47:41,Off,1700.0,Pascal
2025-07-15 16:47:44,Off,1700.0,Pascal
2025-07-15 16:47:46,Off,1700.0,Pascal
2025-07-15 16:47:48,Off,1700.0,Pascal
2025-07-15 16:47:50,Off,1700.0,Pascal
2025-07-15 16:47:52,Off,1700.0,Pascal
2025-07-15 16:47:55,Off,1690.0,Pascal
2025-07-15 16:47:57,Off,1690.0,Pascal
2025-07-15 16:47:59,Off,1700.0,Pascal
2025-07-15 16:48:01,Off,1690.0,Pascal
2025-07-15 16:48:03,Off,1700.0,Pascal
2025-07-15 16:48:06,Off,1690.0,Pascal
2025-07-15 16:48:08,Off,1700.0,Pascal
2025-07-15 16:48:10,Off,1700.0,Pascal
2025-07-15 16:48:12,Off,1700.0,Pascal
2025-07-15 16:48:15,Off,1700.0,Pascal
2025-07-15 16:48:17,Off,1700.0,Pascal
2025-07-15 16:48:19,Off,1700.0,Pascal
2025-07-15 16:48:21,Off,1700.0,Pascal
2025-07-15 16:48:23,Off,1700.0,Pascal
2025-07-15 16:48:26,Off,1700.0,Pascal
2025-07-15 16:48:28,Off,1700.0,Pascal
2025-07-15 16:48:30,Off,1700.0,Pascal
2025-07-15 16:48:32,Off,1700.0,Pascal
2025-07-15 16:48:35,Off,1700.0,Pascal
2025-07-15 16:48:37,Off,1700.0,Pascal
2025-07-15 16:48:39,Off,1700.0,Pascal
2025-07-15 16:48:41,Off,1700.0,Pascal
2025-07-15 16:48:43,Off,1700.0,Pascal
2025-07-15 16:48:46,Off,1700.0,Pascal
2025-07-15 16:48:48,Off,1700.0,Pascal
2025-07-15 16:48:50,Off,1700.0,Pascal
2025-07-15 16:48:52,Off,1690.0,Pascal
2025-07-15 16:48:55,Off,1700.0,Pascal
2025-07-15 16:48:57,Off,1700.0,Pascal
2025-07-15 16:48:59,Off,1700.0,Pascal
2025-07-15 16:49:01,Off,1700.0,Pascal
2025-07-15 16:49:03,Off,1700.0,Pascal
2025-07-15 16:49:06,Off,1700.0,Pascal
2025-07-15 16:49:08,Off,1700.0,Pascal
2025-07-15 16:49:10,Off,1690.0,Pascal
2025-07-15 16:49:12,Off,1700.0,Pascal
2025-07-15 16:49:15,Off,1690.0,Pascal
2025-07-15 16:49:17,Off,1700.0,Pascal
2025-07-15 16:49:19,Off,1700.0,Pascal
2025-07-15 16:49:21,Off,1700.0,Pascal
2025-07-15 16:49:23,Off,1700.0,Pascal
2025-07-15 16:49:26,Off,1700.0,Pascal
2025-07-15 16:49:28,Off,1700.0,Pascal
2025-07-15 16:49:30,Off,1700.0,Pascal
2025-07-15 16:49:32,Off,1700.0,Pascal
2025-07-15 16:49:35,Off,1700.0,Pascal
2025-07-15 16:49:37,Off,1700.0,Pascal
2025-07-15 16:49:39,Off,1700.0,Pascal
2025-07-15 16:49:41,Off,1700.0,Pascal
2025-07-15 16:49:43,Off,1700.0,Pascal
2025-07-15 16:49:46,Off,1700.0,Pascal
2025-07-15 16:49:48,Off,1690.0,Pascal
2025-07-15 16:49:50,Off,1700.0,Pascal
2025-07-15 16:49:52,Off,1700.0,Pascal
2025-07-15 16:49:55,Off,1690.0,Pascal
2025-07-15 16:49:57,Off,1700.0,Pascal
2025-07-15 16:49:59,Off,1700.0,Pascal
2025-07-15 16:50:01,Off,1700.0,Pascal
2025-07-15 16:50:03,Off,1690.0,Pascal
2025-07-15 16:50:06,Off,1700.0,Pascal
2025-07-15 16:50:08,Off,1700.0,Pascal
2025-07-15 16:50:10,Off,1700.0,Pascal
2025-07-15 16:50:12,Off,1700.0,Pascal
2025-07-15 16:50:14,Off,1700.0,Pascal
2025-07-15 16:50:17,Off,1690.0,Pascal
2025-07-15 16:50:19,Off,1700.0,Pascal
2025-07-15 16:50:21,Off,1700.0,Pascal
2025-07-15 16:50:23,Off,1690.0,Pascal
2025-07-15 16:50:26,Off,1700.0,Pascal
2025-07-15 16:50:28,Off,1700.0,Pascal
2025-07-15 16:50:30,Off,1700.0,Pascal
2025-07-15 16:50:32,Off,1700.0,Pascal
2025-07-15 16:50:34,Off,1700.0,Pascal
2025-07-15 16:50:37,Off,1690.0,Pascal
2025-07-15 16:50:39,Off,1700.0,Pascal
2025-07-15 16:50:41,Off,1700.0,Pascal
2025-07-15 16:50:43,Off,1700.0,Pascal
2025-07-15 16:50:46,Off,1700.0,Pascal
2025-07-15 16:50:48,Off,1700.0,Pascal
2025-07-15 16:50:50,Off,1700.0,Pascal
2025-07-15 16:50:52,Off,1700.0,Pascal
2025-07-15 16:50:54,Off,1700.0,Pascal
2025-07-15 16:50:57,Off,1700.0,Pascal
2025-07-15 16:50:59,Off,1690.0,Pascal
2025-07-15 16:51:01,Off,1700.0,Pascal
2025-07-15 16:51:03,Off,1700.0,Pascal
2025-07-15 16:51:06,Off,1700.0,Pascal
2025-07-15 16:51:08,Off,1700.0,Pascal
2025-07-15 16:51:10,Off,1700.0,Pascal
2025-07-15 16:51:12,Off,1690.0,Pascal
2025-07-15 16:51:14,Off,1700.0,Pascal
2025-07-15 16:54:40,Off,1700.0,Pascal
2025-07-15 16:54:42,Off,1700.0,Pascal
2025-07-15 16:54:44,Off,1700.0,Pascal
2025-07-15 16:54:47,Off,1700.0,Pascal
2025-07-15 16:54:49,Off,1700.0,Pascal
2025-07-15 16:54:51,Off,1700.0,Pascal
2025-07-15 16:54:53,Off,1700.0,Pascal
2025-07-15 16:54:56,Off,1700.0,Pascal
2025-07-15 16:54:58,Off,1700.0,Pascal
2025-07-15 16:55:00,Off,1700.0,Pascal
2025-07-15 16:55:02,Off,1700.0,Pascal
2025-07-15 16:55:04,Off,1700.0,Pascal
2025-07-15 16:55:07,Off,1700.0,Pascal
2025-07-15 16:55:09,Off,1700.0,Pascal
2025-07-15 16:55:11,Off,1700.0,Pascal
2025-07-15 16:55:13,Off,1700.0,Pascal
2025-07-15 16:55:16,Off,1700.0,Pascal
2025-07-15 16:55:18,Off,1700.0,Pascal
2025-07-15 16:55:20,Off,1700.0,Pascal
2025-07-15 16:55:22,Off,1700.0,Pascal
2025-07-15 16:55:24,Off,1700.0,Pascal
2025-07-15 16:55:27,Off,1700.0,Pascal
2025-07-15 16:55:29,Off,1700.0,Pascal
2025-07-15 16:55:31,Off,1700.0,Pascal
2025-07-15 16:55:33,Off,1700.0,Pascal
2025-07-15 16:55:36,Off,1700.0,Pascal
2025-07-15 16:55:38,Off,1700.0,Pascal
2025-07-15 16:55:40,Off,1700.0,Pascal
2025-07-15 16:55:42,Off,1700.0,Pascal
2025-07-15 16:55:44,Off,1700.0,Pascal
2025-07-15 16:55:47,Off,1700.0,Pascal
2025-07-15 16:55:49,Off,1700.0,Pascal
2025-07-15 16:55:51,Off,1700.0,Pascal
2025-07-15 16:55:53,Off,1700.0,Pascal
2025-07-15 16:55:56,Off,1700.0,Pascal
2025-07-15 16:55:58,Off,1700.0,Pascal
2025-07-15 16:56:00,Off,1700.0,Pascal
2025-07-15 16:56:02,Off,1700.0,Pascal
2025-07-15 16:56:04,Off,1700.0,Pascal
2025-07-15 16:56:07,Off,1700.0,Pascal
2025-07-15 16:56:09,Off,1700.0,Pascal
2025-07-15 16:56:11,Off,1700.0,Pascal
2025-07-15 16:56:13,Off,1700.0,Pascal
2025-07-15 16:56:16,Off,1700.0,Pascal
2025-07-15 16:56:18,Off,1700.0,Pascal
2025-07-15 16:56:20,Off,1700.0,Pascal
2025-07-15 16:56:22,Off,1700.0,Pascal
2025-07-15 16:56:24,Off,1690.0,Pascal
2025-07-15 16:56:27,Off,1700.0,Pascal
2025-07-15 16:56:29,Off,1700.0,Pascal
2025-07-15 16:56:31,Off,1700.0,Pascal
2025-07-15 16:56:33,Off,1700.0,Pascal
2025-07-15 16:56:36,Off,1700.0,Pascal
2025-07-15 16:56:38,Off,1700.0,Pascal
2025-07-15 16:56:40,Off,1700.0,Pascal
2025-07-15 16:56:42,Off,1700.0,Pascal
2025-07-15 16:56:44,Off,1700.0,Pascal
2025-07-15 16:56:47,Off,1700.0,Pascal
2025-07-15 16:56:49,Off,1700.0,Pascal
2025-07-15 16:56:51,Off,1700.0,Pascal
2025-07-15 16:56:53,Off,1700.0,Pascal
2025-07-15 16:56:56,Off,1700.0,Pascal
2025-07-15 16:56:58,Off,1700.0,Pascal
2025-07-15 16:57:00,Off,1700.0,Pascal
2025-07-15 16:57:02,Off,1700.0,Pascal
2025-07-15 16:57:04,Off,1700.0,Pascal
2025-07-15 16:57:07,Off,1690.0,Pascal
2025-07-15 16:57:09,Off,1700.0,Pascal
2025-07-15 16:57:11,Off,1700.0,Pascal
2025-07-15 16:57:13,Off,1700.0,Pascal
2025-07-15 16:57:16,Off,1700.0,Pascal
2025-07-15 16:57:18,Off,1700.0,Pascal
2025-07-15 16:57:20,Off,1700.0,Pascal
2025-07-15 16:57:22,Off,1700.0,Pascal
2025-07-15 16:57:24,Off,1700.0,Pascal
2025-07-15 16:57:27,Off,1700.0,Pascal
2025-07-15 16:57:29,Off,1700.0,Pascal
2025-07-15 16:57:31,Off,1700.0,Pascal
2025-07-15 16:57:33,Off,1700.0,Pascal
2025-07-15 16:57:35,Off,1700.0,Pascal
2025-07-15 16:57:38,Off,1700.0,Pascal
2025-07-15 16:57:40,Off,1700.0,Pascal
2025-07-15 16:57:42,Off,1700.0,Pascal
2025-07-15 16:57:44,Off,1700.0,Pascal
2025-07-15 16:57:47,Off,1700.0,Pascal
2025-07-15 16:57:49,Off,1700.0,Pascal
2025-07-15 16:57:51,Off,1690.0,Pascal
2025-07-15 16:57:53,Off,1700.0,Pascal
2025-07-15 16:57:56,Off,1700.0,Pascal
2025-07-15 16:57:58,Off,1700.0,Pascal
2025-07-15 16:58:00,Off,1700.0,Pascal
2025-07-15 16:58:02,Off,1700.0,Pascal
2025-07-15 16:58:04,Off,1700.0,Pascal
2025-07-15 16:58:07,Off,1700.0,Pascal
2025-07-15 16:58:09,Off,1700.0,Pascal
2025-07-15 16:58:11,Off,1700.0,Pascal
2025-07-15 16:58:13,Off,1700.0,Pascal
2025-07-15 16:58:15,Off,1700.0,Pascal
2025-07-15 16:58:18,Off,1700.0,Pascal
2025-07-15 16:58:20,Off,1700.0,Pascal
2025-07-15 16:58:22,Off,1700.0,Pascal
2025-07-15 16:58:24,Off,1700.0,Pascal
2025-07-15 16:58:27,Off,1700.0,Pascal
2025-07-15 16:58:29,Off,1700.0,Pascal
2025-07-15 16:58:31,Off,1690.0,Pascal
2025-07-15 16:58:33,Off,1700.0,Pascal
2025-07-15 16:58:35,Off,1700.0,Pascal
2025-07-15 16:58:38,Off,1700.0,Pascal
2025-07-15 16:58:40,Off,1700.0,Pascal
2025-07-15 16:58:42,Off,1700.0,Pascal
2025-07-15 16:58:44,Off,1700.0,Pascal
2025-07-15 16:58:47,Off,1700.0,Pascal
2025-07-15 16:58:49,Off,1700.0,Pascal
2025-07-15 16:58:51,Off,1700.0,Pascal
2025-07-15 16:58:53,Off,1700.0,Pascal
2025-07-15 16:58:55,Off,1700.0,Pascal
2025-07-15 16:58:58,Off,1700.0,Pascal
2025-07-15 16:59:00,Off,1700.0,Pascal
2025-07-15 16:59:02,Off,1700.0,Pascal
2025-07-15 16:59:04,Off,1700.0,Pascal
2025-07-15 16:59:06,Off,1700.0,Pascal
2025-07-15 16:59:09,Off,1700.0,Pascal
2025-07-15 16:59:11,Off,1700.0,Pascal
2025-07-15 16:59:13,Off,1690.0,Pascal
2025-07-15 16:59:15,Off,1700.0,Pascal
2025-07-15 16:59:18,Off,1700.0,Pascal
2025-07-15 16:59:20,Off,1700.0,Pascal
2025-07-15 16:59:22,Off,1700.0,Pascal
2025-07-15 16:59:24,Off,1700.0,Pascal
2025-07-15 16:59:26,Off,1700.0,Pascal
2025-07-15 16:59:29,Off,1700.0,Pascal
2025-07-15 16:59:31,Off,1700.0,Pascal
2025-07-15 16:59:33,Off,1700.0,Pascal
2025-07-15 16:59:35,Off,1700.0,Pascal
2025-07-15 16:59:38,Off,1700.0,Pascal
2025-07-15 16:59:40,Off,1700.0,Pascal
2025-07-15 16:59:42,Off,1700.0,Pascal
2025-07-15 16:59:44,Off,1700.0,Pascal
2025-07-15 16:59:46,Off,1700.0,Pascal
2025-07-15 16:59:49,Off,1700.0,Pascal
2025-07-15 16:59:51,Off,1700.0,Pascal
2025-07-15 16:59:53,Off,1700.0,Pascal
2025-07-15 16:59:55,Off,1700.0,Pascal
2025-07-15 16:59:58,Off,1700.0,Pascal
2025-07-15 17:00:00,Off,1700.0,Pascal
2025-07-15 17:00:02,Off,1700.0,Pascal
2025-07-15 17:00:04,Off,1700.0,Pascal
2025-07-15 17:00:06,Off,1700.0,Pascal
2025-07-15 17:00:09,Off,1700.0,Pascal
2025-07-15 17:00:11,Off,1700.0,Pascal
2025-07-15 17:00:13,Off,1700.0,Pascal
2025-07-15 17:00:15,Off,1700.0,Pascal
2025-07-15 17:00:17,Off,1700.0,Pascal
2025-07-15 17:00:20,Off,1700.0,Pascal
2025-07-15 17:00:22,Off,1700.0,Pascal
2025-07-15 17:00:24,Off,1700.0,Pascal
2025-07-15 17:00:26,Off,1700.0,Pascal
2025-07-15 17:00:29,Off,1700.0,Pascal
2025-07-15 17:00:31,Off,1700.0,Pascal
2025-07-15 17:00:33,Off,1700.0,Pascal
2025-07-15 17:00:35,Off,1700.0,Pascal
2025-07-15 17:00:37,Off,1700.0,Pascal
2025-07-15 17:00:40,Off,1700.0,Pascal
2025-07-15 17:00:42,Off,1700.0,Pascal
2025-07-15 17:00:44,Off,1700.0,Pascal
2025-07-15 17:00:46,Off,1700.0,Pascal
2025-07-15 17:00:49,Off,1700.0,Pascal
2025-07-15 17:00:51,Off,1700.0,Pascal
2025-07-15 17:00:53,Off,1700.0,Pascal
2025-07-15 17:00:55,Off,1700.0,Pascal
2025-07-15 17:00:57,Off,1700.0,Pascal
2025-07-15 17:01:00,Off,1700.0,Pascal
2025-07-15 17:01:02,Off,1700.0,Pascal
2025-07-15 17:01:04,Off,1700.0,Pascal
2025-07-15 17:01:06,Off,1700.0,Pascal
2025-07-15 17:01:09,Off,1700.0,Pascal
2025-07-15 17:01:11,Off,1700.0,Pascal
2025-07-15 17:01:13,Off,1700.0,Pascal
2025-07-15 17:01:15,Off,1700.0,Pascal
2025-07-15 17:01:17,Off,1700.0,Pascal
2025-07-15 17:01:20,Off,1700.0,Pascal
2025-07-15 17:01:22,Off,1700.0,Pascal
2025-07-15 17:01:24,Off,1700.0,Pascal
2025-07-15 17:01:26,Off,1700.0,Pascal
2025-07-15 17:01:29,Off,1700.0,Pascal
2025-07-15 17:01:31,Off,1700.0,Pascal
2025-07-15 17:01:33,Off,1700.0,Pascal
2025-07-15 17:01:35,Off,1700.0,Pascal
2025-07-15 17:01:37,Off,1700.0,Pascal
2025-07-15 17:01:40,Off,1700.0,Pascal
2025-07-15 17:01:42,Off,1700.0,Pascal
2025-07-15 17:01:44,Off,1700.0,Pascal
2025-07-15 17:01:46,Off,1700.0,Pascal
2025-07-15 17:01:49,Off,1700.0,Pascal
2025-07-15 17:01:51,Off,1700.0,Pascal
2025-07-15 17:01:53,Off,1700.0,Pascal
2025-07-15 17:01:55,Off,1700.0,Pascal
2025-07-15 17:01:57,Off,1700.0,Pascal
2025-07-15 17:02:00,Off,1700.0,Pascal
2025-07-15 17:02:02,Off,1700.0,Pascal
2025-07-15 17:02:04,Off,1700.0,Pascal
2025-07-15 17:02:06,Off,1700.0,Pascal
2025-07-15 17:02:08,Off,1700.0,Pascal
2025-07-15 17:02:11,Off,1700.0,Pascal
2025-07-15 17:02:13,Off,1700.0,Pascal
2025-07-15 17:02:15,Off,1700.0,Pascal
2025-07-15 17:02:17,Off,1700.0,Pascal
2025-07-15 17:02:20,Off,1700.0,Pascal
2025-07-15 17:02:22,Off,1700.0,Pascal
2025-07-15 17:02:24,Off,1700.0,Pascal
2025-07-15 17:02:26,Off,1700.0,Pascal
2025-07-15 17:02:28,Off,1700.0,Pascal
2025-07-15 17:02:31,Off,1700.0,Pascal
2025-07-15 17:02:33,Off,1700.0,Pascal
2025-07-15 17:02:35,Off,1700.0,Pascal
2025-07-15 17:02:37,Off,1700.0,Pascal
2025-07-15 17:02:40,Off,1700.0,Pascal
2025-07-15 17:02:42,Off,1700.0,Pascal
2025-07-15 17:02:44,Off,1700.0,Pascal
2025-07-15 17:02:46,Off,1700.0,Pascal
2025-07-15 17:02:48,Off,1690.0,Pascal
2025-07-15 17:02:51,Off,1700.0,Pascal
2025-07-15 17:02:53,Off,1700.0,Pascal
2025-07-15 17:02:55,Off,1700.0,Pascal
2025-07-15 17:02:57,Off,1700.0,Pascal
2025-07-15 17:03:00,Off,1700.0,Pascal
2025-07-15 17:03:02,Off,1700.0,Pascal
2025-07-15 17:03:04,Off,1700.0,Pascal
2025-07-15 17:03:06,Off,1700.0,Pascal
2025-07-15 17:03:08,Off,1700.0,Pascal
2025-07-15 17:03:11,Off,1700.0,Pascal
2025-07-15 17:03:13,Off,1700.0,Pascal
2025-07-15 17:03:15,Off,1690.0,Pascal
2025-07-15 17:03:17,Off,1700.0,Pascal
2025-07-15 17:03:20,Off,1700.0,Pascal
2025-07-15 17:03:22,Off,1700.0,Pascal
2025-07-15 17:03:24,Off,1700.0,Pascal
2025-07-15 17:03:26,Off,1700.0,Pascal
2025-07-15 17:03:28,Off,1700.0,Pascal
2025-07-15 17:03:31,Off,1700.0,Pascal
2025-07-15 17:03:33,Off,1700.0,Pascal
2025-07-15 17:03:35,Off,1700.0,Pascal
2025-07-15 17:03:37,Off,1690.0,Pascal
2025-07-15 17:03:40,Off,1690.0,Pascal
2025-07-15 17:03:42,Off,1700.0,Pascal
2025-07-15 17:03:44,Off,1700.0,Pascal
2025-07-15 17:03:46,Off,1700.0,Pascal
2025-07-15 17:03:48,Off,1700.0,Pascal
2025-07-15 17:03:51,Off,1700.0,Pascal
2025-07-15 17:03:53,Off,1700.0,Pascal
2025-07-15 17:03:55,Off,1690.0,Pascal
2025-07-15 17:03:57,Off,1690.0,Pascal
2025-07-15 17:03:59,Off,1700.0,Pascal
2025-07-15 17:04:02,Off,1690.0,Pascal
2025-07-15 17:04:04,Off,1700.0,Pascal
2025-07-15 17:04:06,Off,1700.0,Pascal
2025-07-15 17:04:08,Off,1690.0,Pascal
2025-07-15 17:04:11,Off,1700.0,Pascal
2025-07-15 17:04:13,Off,1700.0,Pascal
2025-07-15 17:04:15,Off,1700.0,Pascal
2025-07-15 17:04:17,Off,1700.0,Pascal
2025-07-15 17:04:19,Off,1700.0,Pascal
2025-07-15 17:04:22,Off,1690.0,Pascal
2025-07-15 17:04:24,Off,1700.0,Pascal
2025-07-15 17:04:26,Off,1690.0,Pascal
