timestamp,fec,hyb,vmm,temperature
2026-07-09 10:32:14,0,2,0,29.1892
2026-07-09 10:32:14,0,2,1,25.9459
2026-07-09 10:32:14,0,3,0,29.1892
2026-07-09 10:32:14,0,3,1,24.3243
2026-07-09 10:32:14,0,4,0,28.6486
2026-07-09 10:32:14,0,4,1,28.1081
2026-07-09 10:32:14,0,5,0,29.7297
2026-07-09 10:32:14,0,5,1,28.1081
2026-07-09 10:32:14,0,6,0,28.1081
2026-07-09 10:32:14,0,6,1,24.8649
2026-07-09 10:32:14,0,7,0,34.5946
2026-07-09 10:32:14,0,7,1,29.7297
2026-07-09 10:32:16,0,0,0,27.5676
2026-07-09 10:32:16,0,0,1,24.3243
2026-07-09 10:32:16,0,1,0,29.7297
2026-07-09 10:32:16,0,1,1,27.5676
2026-07-09 10:32:16,0,2,0,28.6486
2026-07-09 10:32:16,0,2,1,25.9459
2026-07-09 10:32:16,0,3,0,28.6486
2026-07-09 10:32:16,0,3,1,24.3243
2026-07-09 10:32:16,0,4,0,28.6486
2026-07-09 10:32:16,0,4,1,28.1081
2026-07-09 10:32:16,0,5,0,29.7297
2026-07-09 10:32:16,0,5,1,28.1081
2026-07-09 10:32:16,0,6,0,28.1081
2026-07-09 10:32:16,0,6,1,24.8649
2026-07-09 10:32:16,0,7,0,34.5946
2026-07-09 10:32:16,0,7,1,29.7297
2026-07-09 10:32:18,0,0,0,27.5676
2026-07-09 10:32:18,0,0,1,24.3243
2026-07-09 10:32:18,0,1,0,29.7297
2026-07-09 10:32:18,0,1,1,28.1081
2026-07-09 10:32:18,0,2,0,31.3514
2026-07-09 10:32:18,0,2,1,25.9459
2026-07-09 10:32:18,0,3,0,28.6486
2026-07-09 10:32:18,0,3,1,24.3243
2026-07-09 10:32:18,0,4,0,28.6486
2026-07-09 10:32:18,0,4,1,28.1081
2026-07-09 10:32:18,0,5,0,29.7297
2026-07-09 10:32:18,0,5,1,28.1081
2026-07-09 10:32:18,0,6,0,28.1081
2026-07-09 10:32:18,0,6,1,24.8649
2026-07-09 10:32:18,0,7,0,34.5946
2026-07-09 10:32:18,0,7,1,29.7297
2026-07-09 10:32:20,0,0,0,27.5676
2026-07-09 10:32:20,0,0,1,24.3243
2026-07-09 10:32:20,0,1,0,29.7297
2026-07-09 10:32:20,0,1,1,28.1081
2026-07-09 10:32:20,0,2,0,29.1892
2026-07-09 10:32:20,0,2,1,25.9459
2026-07-09 10:32:20,0,3,0,28.6486
2026-07-09 10:32:20,0,3,1,24.3243
2026-07-09 10:32:20,0,4,0,28.6486
2026-07-09 10:32:20,0,4,1,28.1081
2026-07-09 10:32:20,0,5,0,29.7297
2026-07-09 10:32:20,0,5,1,28.1081
2026-07-09 10:32:20,0,6,0,28.1081
2026-07-09 10:32:20,0,6,1,24.8649
2026-07-09 10:32:20,0,7,0,34.5946
2026-07-09 10:32:20,0,7,1,29.7297
2026-07-09 10:32:22,0,0,0,27.5676
2026-07-09 10:32:22,0,0,1,24.3243
2026-07-09 10:32:22,0,1,0,29.1892
2026-07-09 10:32:22,0,1,1,27.5676
2026-07-09 10:32:22,0,2,0,28.6486
2026-07-09 10:32:22,0,2,1,25.9459
2026-07-09 10:32:22,0,3,0,29.1892
2026-07-09 10:32:22,0,3,1,24.3243
2026-07-09 10:32:22,0,4,0,28.6486
2026-07-09 10:32:22,0,4,1,28.1081
2026-07-09 10:32:22,0,5,0,29.7297
2026-07-09 10:32:22,0,5,1,28.1081
2026-07-09 10:32:22,0,6,0,28.1081
2026-07-09 10:32:22,0,6,1,24.8649
2026-07-09 10:32:22,0,7,0,34.5946
2026-07-09 10:32:22,0,7,1,29.7297
2026-07-09 10:32:24,0,0,0,27.5676
2026-07-09 10:32:24,0,0,1,24.3243
2026-07-09 10:32:24,0,1,0,29.7297
2026-07-09 10:32:24,0,1,1,27.5676
2026-07-09 10:32:24,0,2,0,28.6486
2026-07-09 10:32:24,0,2,1,25.9459
2026-07-09 10:32:24,0,3,0,28.6486
2026-07-09 10:32:24,0,3,1,24.3243
2026-07-09 10:32:24,0,4,0,28.6486
2026-07-09 10:32:24,0,4,1,28.1081
2026-07-09 10:32:24,0,5,0,29.7297
2026-07-09 10:32:24,0,5,1,28.1081
2026-07-09 10:32:24,0,6,0,28.1081
2026-07-09 10:32:24,0,6,1,24.8649
2026-07-09 10:32:24,0,7,0,34.5946
2026-07-09 10:32:24,0,7,1,29.7297
2026-07-09 10:32:26,0,0,0,27.5676
2026-07-09 10:32:26,0,0,1,24.3243
2026-07-09 10:32:26,0,1,0,29.1892
2026-07-09 10:32:26,0,1,1,27.5676
2026-07-09 10:32:26,0,2,0,29.1892
2026-07-09 10:32:26,0,2,1,25.9459
2026-07-09 10:32:26,0,3,0,28.6486
2026-07-09 10:32:26,0,3,1,24.3243
2026-07-09 10:32:26,0,4,0,28.6486
2026-07-09 10:32:26,0,4,1,28.1081
2026-07-09 10:32:26,0,5,0,29.7297
2026-07-09 10:32:26,0,5,1,28.1081
